"Date","Price","Open","High","Low","Vol.","Change %"
"09/14/2021","142.54","143.00","143.36","141.75","19.67M","0.15%"
"09/13/2021","142.33","141.95","142.95","141.25","22.09M","1.03%"
"09/10/2021","140.88","144.21","144.72","140.74","36.84M","-1.86%"
"09/09/2021","143.54","143.84","144.31","143.18","15.32M","-0.10%"
"09/08/2021","143.69","144.10","144.40","143.00","18.35M","-0.41%"
"09/07/2021","144.28","143.83","144.57","143.62","20.13M","0.38%"
"09/03/2021","143.74","143.08","144.15","142.40","19.85M","0.32%"
"09/02/2021","143.29","145.22","145.52","143.18","32.36M","-1.33%"
"09/01/2021","145.22","145.00","146.25","144.88","21.94M","0.36%"
"08/31/2021","144.70","145.15","145.17","144.28","22.45M","0.07%"
"08/30/2021","144.59","144.40","145.97","144.16","24.43M","0.41%"
"08/27/2021","144.00","141.65","144.51","141.50","28.78M","1.81%"
"08/26/2021","141.44","141.75","142.42","141.36","20.61M","-0.45%"
"08/25/2021","142.08","141.63","142.19","141.38","15.85M","0.58%"
"08/24/2021","141.26","140.61","142.08","140.34","19.27M","0.87%"
"08/23/2021","140.04","137.97","140.87","137.61","28.45M","1.90%"
"08/20/2021","137.43","136.00","137.55","135.25","31.19M","1.29%"
"08/19/2021","135.68","134.44","136.35","134.25","21.78M","0.17%"
"08/18/2021","135.45","136.50","137.10","135.32","19.26M","-0.89%"
"08/17/2021","136.66","137.75","138.27","136.08","21.72M","-1.19%"
"08/16/2021","138.31","137.52","138.36","135.30","22.40M","0.42%"
"08/13/2021","137.73","137.25","137.86","137.03","15.95M","0.39%"
"08/12/2021","137.19","135.98","137.30","135.43","16.52M","0.67%"
"08/11/2021","136.28","137.18","137.68","136.27","15.35M","-0.39%"
"08/10/2021","136.81","137.34","137.77","136.36","19.41M","-0.08%"
"08/09/2021","136.91","135.94","137.18","135.34","17.77M","0.87%"
"08/06/2021","135.74","136.04","136.47","135.21","20.49M","-0.38%"
"08/05/2021","136.25","135.68","136.35","134.85","17.87M","0.83%"
"08/04/2021","135.13","135.35","135.65","134.49","19.68M","-0.37%"
"08/03/2021","135.63","135.13","135.73","133.32","20.76M","0.58%"
"08/02/2021","134.85","135.12","135.34","133.79","21.63M","0.10%"
"07/30/2021","134.73","135.04","135.30","134.26","25.58M","-0.77%"
"07/29/2021","135.78","136.15","136.66","135.54","31.72M","-0.23%"
"07/28/2021","136.09","136.31","138.30","135.28","95.13M","3.18%"
"07/27/2021","131.90","134.25","134.40","130.10","54.71M","-1.59%"
"07/26/2021","134.04","133.33","134.24","132.30","30.57M","0.77%"
"07/23/2021","133.01","130.43","133.40","129.80","41.51M","3.58%"
"07/22/2021","128.42","127.84","128.48","127.50","14.30M","0.68%"
"07/21/2021","127.55","126.13","127.60","126.02","20.75M","1.06%"
"07/20/2021","126.21","125.53","127.04","124.35","26.32M","1.31%"
"07/19/2021","124.58","126.09","126.21","123.50","27.97M","-1.88%"
"07/16/2021","126.97","127.66","127.81","126.15","20.42M","-0.03%"
"07/15/2021","127.00","128.65","128.70","126.53","24.22M","-0.96%"
"07/14/2021","128.24","127.96","129.33","127.91","23.75M","0.70%"
"07/13/2021","127.34","127.04","128.06","126.67","19.25M","0.29%"
"07/12/2021","126.98","126.18","127.07","125.61","17.67M","1.16%"
"07/09/2021","125.52","125.03","125.73","124.55","18.63M","0.38%"
"07/08/2021","125.04","124.03","125.60","124.02","23.79M","-1.13%"
"07/07/2021","126.47","127.16","127.28","126.15","24.06M","0.23%"
"07/06/2021","126.19","125.65","126.43","124.58","26.40M","0.74%"
"07/02/2021","125.26","123.15","125.40","123.06","26.00M","2.30%"
"07/01/2021","122.44","121.72","122.59","121.53","18.11M","0.29%"
"06/30/2021","122.09","121.99","122.26","121.35","24.47M","-0.15%"
"06/29/2021","122.27","122.67","123.02","121.69","23.11M","-0.22%"
"06/28/2021","122.54","122.68","122.78","121.41","28.53M","0.02%"
"06/25/2021","122.51","122.00","122.63","121.57","34.60M","0.01%"
"06/24/2021","122.50","122.70","123.06","122.30","21.37M","0.31%"
"06/23/2021","122.13","122.09","123.10","121.83","19.15M","-0.17%"
"06/22/2021","122.33","121.75","122.40","121.06","22.39M","0.43%"
"06/21/2021","121.81","120.50","122.00","119.90","27.41M","1.42%"
"06/18/2021","120.11","121.37","121.60","120.01","46.12M","-1.34%"
"06/17/2021","121.74","120.70","122.52","120.50","25.85M","0.80%"
"06/16/2021","120.77","121.57","121.89","119.47","26.47M","-0.53%"
"06/15/2021","121.42","122.45","122.78","121.06","21.56M","-0.84%"
"06/14/2021","122.45","121.61","122.45","120.90","22.10M","0.77%"
"06/11/2021","121.51","122.00","122.09","120.95","21.96M","-0.20%"
"06/10/2021","121.76","120.35","121.80","120.19","25.91M","1.13%"
"06/09/2021","120.40","120.57","120.64","119.85","17.94M","0.40%"
"06/08/2021","119.92","120.60","120.98","119.74","24.24M","-0.16%"
"06/07/2021","120.11","119.47","120.23","119.05","24.12M","0.36%"
"06/04/2021","119.68","118.46","119.95","118.12","24.46M","1.96%"
"06/03/2021","117.38","117.29","117.85","116.48","18.70M","-0.97%"
"06/02/2021","118.53","119.46","119.68","117.62","21.16M","-0.44%"
"06/01/2021","119.06","118.72","119.29","117.71","23.36M","1.03%"
